token,ind_no,focus_condition,diortri,sandhi_tone,syntax_iniTone,sandhi_tone_var
青,S1_1,citation,,,,
书,S1_3,citation,,,,
椒,S1_5,citation,,,,
苦,S1_7,citation,,,,
包,S1_9,citation,,,,
手,S1_11,citation,,,,
瓜,S1_13,citation,,,,
樱,S1_15,citation,,,,
机,S1_17,citation,,,,
花,S1_19,citation,,,,
海,S1_21,citation,,,,
菜,S1_23,citation,,,,
带,S1_25,citation,,,,
草,S1_24,citation,,,,
桃,S1_26,citation,,,,
莓,S1_28,citation,,,,
水,S1_27,citation,,,,
房,S1_30,citation,,,,
牛,S1_32,citation,,,,
链,S1_2,citation,,,,
豆,S1_29,citation,,,,
扁,S1_31,citation,,,,
黄,S1_34,citation,,,,
梅,S1_36,citation,,,,
皮,S1_4,citation,,,,
袄,S1_33,citation,,,,
油,S1_14,citation,,,,
杨,S1_16,citation,,,,
鞋,S1_38,citation,,,,
小,S1_35,citation,,,,
新,S1_37,citation,,,,
车,S1_39,citation,,,,
店,S1_18,citation,,,,
门,S1_20,citation,,,,
树,S1_40,citation,,,,
路,S1_8,citation,,,,
老,S1_41,citation,,,,
布,S1_12,citation,,,,
绳,S1_6,citation,,,,
开,S1_42,citation,,,,
修,S1_44,citation,,,,
锁,S1_46,citation,,,,
采,S1_48,citation,,,,
买,S1_22,citation,,,,
造,S1_43,citation,,,,
茶,S1_45,citation,,,,
纸,S1_50,citation,,,,
饭,S1_47,citation,,,,
船,S1_49,citation,,,,
工,S1_52,citation,,,,
人,S1_51,citation,,,,
籽,S1_55,citation,,,,
厂,S1_57,citation,,,,
毛,S1_10,citation,,,,
青,S2_1,citation,,,,
链,S2_2,citation,,,,
书,S2_3,citation,,,,
皮,S2_4,citation,,,,
椒,S2_5,citation,,,,
绳,S2_6,citation,,,,
苦,S2_7,citation,,,,
路,S2_8,citation,,,,
包,S2_9,citation,,,,
毛,S2_10,citation,,,,
手,S2_11,citation,,,,
布,S2_12,citation,,,,
瓜,S2_13,citation,,,,
油,S2_14,citation,,,,
樱,S2_15,citation,,,,
杨,S2_16,citation,,,,
机,S2_17,citation,,,,
店,S2_18,citation,,,,
花,S2_19,citation,,,,
门,S2_20,citation,,,,
海,S2_21,citation,,,,
买,S2_22,citation,,,,
菜,S2_23,citation,,,,
草,S2_24,citation,,,,
带,S2_25,citation,,,,
桃,S2_26,citation,,,,
水,S2_27,citation,,,,
莓,S2_28,citation,,,,
豆,S2_29,citation,,,,
房,S2_30,citation,,,,
扁,S2_31,citation,,,,
牛,S2_32,citation,,,,
袄,S2_33,citation,,,,
黄,S2_34,citation,,,,
小,S2_35,citation,,,,
梅,S2_36,citation,,,,
新,S2_37,citation,,,,
鞋,S2_38,citation,,,,
车,S2_39,citation,,,,
树,S2_40,citation,,,,
老,S2_41,citation,,,,
开,S2_42,citation,,,,
造,S2_43,citation,,,,
修,S2_44,citation,,,,
茶,S2_45,citation,,,,
锁,S2_46,citation,,,,
饭,S2_47,citation,,,,
采,S2_48,citation,,,,
船,S2_49,citation,,,,
纸,S2_50,citation,,,,
人,S2_51,citation,,,,
工,S2_52,citation,,,,
籽,S2_55,citation,,,,
厂,S2_57,citation,,,,
青,S3_1,citation,,,,
链,S3_2,citation,,,,
书,S3_3,citation,,,,
皮,S3_4,citation,,,,
椒,S3_5,citation,,,,
绳,S3_6,citation,,,,
苦,S3_7,citation,,,,
路,S3_8,citation,,,,
包,S3_9,citation,,,,
毛,S3_10,citation,,,,
手,S3_11,citation,,,,
布,S3_12,citation,,,,
瓜,S3_13,citation,,,,
油,S3_14,citation,,,,
樱,S3_15,citation,,,,
杨,S3_16,citation,,,,
机,S3_17,citation,,,,
店,S3_18,citation,,,,
花,S3_19,citation,,,,
门,S3_20,citation,,,,
海,S3_21,citation,,,,
买,S3_22,citation,,,,
菜,S3_23,citation,,,,
草,S3_24,citation,,,,
带,S3_25,citation,,,,
桃,S3_26,citation,,,,
水,S3_27,citation,,,,
莓,S3_28,citation,,,,
豆,S3_29,citation,,,,
房,S3_30,citation,,,,
扁,S3_31,citation,,,,
牛,S3_32,citation,,,,
袄,S3_33,citation,,,,
黄,S3_34,citation,,,,
小,S3_35,citation,,,,
梅,S3_36,citation,,,,
新,S3_37,citation,,,,
鞋,S3_38,citation,,,,
车,S3_39,citation,,,,
树,S3_40,citation,,,,
老,S3_41,citation,,,,
开,S3_42,citation,,,,
造,S3_43,citation,,,,
修,S3_44,citation,,,,
茶,S3_45,citation,,,,
锁,S3_46,citation,,,,
饭,S3_47,citation,,,,
采,S3_48,citation,,,,
船,S3_49,citation,,,,
纸,S3_50,citation,,,,
人,S3_51,citation,,,,
工,S3_52,citation,,,,
籽,S3_55,citation,,,,
厂,S3_57,citation,,,,
青,S4_1,citation,,,,
链,S4_2,citation,,,,
书,S4_3,citation,,,,
皮,S4_4,citation,,,,
椒,S4_5,citation,,,,
绳,S4_6,citation,,,,
苦,S4_7,citation,,,,
路,S4_8,citation,,,,
包,S4_9,citation,,,,
毛,S4_10,citation,,,,
手,S4_11,citation,,,,
布,S4_12,citation,,,,
瓜,S4_13,citation,,,,
油,S4_14,citation,,,,
樱,S4_15,citation,,,,
杨,S4_16,citation,,,,
机,S4_17,citation,,,,
店,S4_18,citation,,,,
花,S4_19,citation,,,,
门,S4_20,citation,,,,
海,S4_21,citation,,,,
买,S4_22,citation,,,,
菜,S4_23,citation,,,,
草,S4_24,citation,,,,
带,S4_25,citation,,,,
桃,S4_26,citation,,,,
水,S4_27,citation,,,,
莓,S4_28,citation,,,,
豆,S4_29,citation,,,,
房,S4_30,citation,,,,
扁,S4_31,citation,,,,
牛,S4_32,citation,,,,
袄,S4_33,citation,,,,
黄,S4_34,citation,,,,
小,S4_35,citation,,,,
梅,S4_36,citation,,,,
新,S4_37,citation,,,,
鞋,S4_38,citation,,,,
车,S4_39,citation,,,,
树,S4_40,citation,,,,
老,S4_41,citation,,,,
开,S4_42,citation,,,,
造,S4_43,citation,,,,
修,S4_44,citation,,,,
茶,S4_45,citation,,,,
锁,S4_46,citation,,,,
饭,S4_47,citation,,,,
采,S4_48,citation,,,,
船,S4_49,citation,,,,
纸,S4_50,citation,,,,
人,S4_51,citation,,,,
工,S4_52,citation,,,,
籽,S4_55,citation,,,,
厂,S4_57,citation,,,,
青,S5_1,citation,,,,
链,S5_2,citation,,,,
书,S5_3,citation,,,,
皮,S5_4,citation,,,,
椒,S5_5,citation,,,,
绳,S5_6,citation,,,,
苦,S5_7,citation,,,,
路,S5_8,citation,,,,
包,S5_9,citation,,,,
毛,S5_10,citation,,,,
手,S5_11,citation,,,,
布,S5_12,citation,,,,
瓜,S5_13,citation,,,,
油,S5_14,citation,,,,
樱,S5_15,citation,,,,
杨,S5_16,citation,,,,
机,S5_17,citation,,,,
店,S5_18,citation,,,,
花,S5_19,citation,,,,
门,S5_20,citation,,,,
海,S5_21,citation,,,,
买,S5_22,citation,,,,
菜,S5_23,citation,,,,
草,S5_24,citation,,,,
带,S5_25,citation,,,,
桃,S5_26,citation,,,,
水,S5_27,citation,,,,
莓,S5_28,citation,,,,
豆,S5_29,citation,,,,
房,S5_30,citation,,,,
扁,S5_31,citation,,,,
牛,S5_32,citation,,,,
袄,S5_33,citation,,,,
黄,S5_34,citation,,,,
小,S5_35,citation,,,,
梅,S5_36,citation,,,,
新,S5_37,citation,,,,
鞋,S5_38,citation,,,,
车,S5_39,citation,,,,
树,S5_40,citation,,,,
老,S5_41,citation,,,,
开,S5_42,citation,,,,
造,S5_43,citation,,,,
修,S5_44,citation,,,,
茶,S5_45,citation,,,,
锁,S5_46,citation,,,,
饭,S5_47,citation,,,,
采,S5_48,citation,,,,
船,S5_49,citation,,,,
纸,S5_50,citation,,,,
人,S5_51,citation,,,,
工,S5_52,citation,,,,
籽,S5_55,citation,,,,
厂,S5_57,citation,,,,
青,S6_1,citation,,,,
链,S6_2,citation,,,,
书,S6_3,citation,,,,
皮,S6_4,citation,,,,
椒,S6_5,citation,,,,
绳,S6_6,citation,,,,
苦,S6_7,citation,,,,
路,S6_8,citation,,,,
包,S6_9,citation,,,,
毛,S6_10,citation,,,,
手,S6_11,citation,,,,
布,S6_12,citation,,,,
瓜,S6_13,citation,,,,
油,S6_14,citation,,,,
樱,S6_15,citation,,,,
杨,S6_16,citation,,,,
机,S6_17,citation,,,,
店,S6_18,citation,,,,
花,S6_19,citation,,,,
门,S6_20,citation,,,,
海,S6_21,citation,,,,
买,S6_22,citation,,,,
菜,S6_23,citation,,,,
草,S6_24,citation,,,,
带,S6_25,citation,,,,
桃,S6_26,citation,,,,
水,S6_27,citation,,,,
莓,S6_28,citation,,,,
豆,S6_29,citation,,,,
房,S6_30,citation,,,,
扁,S6_31,citation,,,,
牛,S6_32,citation,,,,
袄,S6_33,citation,,,,
黄,S6_34,citation,,,,
小,S6_35,citation,,,,
梅,S6_36,citation,,,,
新,S6_37,citation,,,,
鞋,S6_38,citation,,,,
车,S6_39,citation,,,,
树,S6_40,citation,,,,
老,S6_41,citation,,,,
开,S6_42,citation,,,,
造,S6_43,citation,,,,
修,S6_44,citation,,,,
茶,S6_45,citation,,,,
锁,S6_46,citation,,,,
饭,S6_47,citation,,,,
采,S6_48,citation,,,,
船,S6_49,citation,,,,
纸,S6_50,citation,,,,
人,S6_51,citation,,,,
工,S6_52,citation,,,,
籽,S6_55,citation,,,,
厂,S6_57,citation,,,,
青,S7_1,citation,,,,
链,S7_2,citation,,,,
书,S7_3,citation,,,,
皮,S7_4,citation,,,,
苦,S7_7,citation,,,,
路,S7_8,citation,,,,
包,S7_9,citation,,,,
毛,S7_10,citation,,,,
手,S7_11,citation,,,,
布,S7_12,citation,,,,
油,S7_14,citation,,,,
樱,S7_15,citation,,,,
杨,S7_16,citation,,,,
机,S7_17,citation,,,,
店,S7_18,citation,,,,
门,S7_20,citation,,,,
海,S7_21,citation,,,,
买,S7_22,citation,,,,
菜,S7_23,citation,,,,
草,S7_24,citation,,,,
带,S7_25,citation,,,,
桃,S7_26,citation,,,,
莓,S7_28,citation,,,,
豆,S7_29,citation,,,,
房,S7_30,citation,,,,
袄,S7_33,citation,,,,
黄,S7_34,citation,,,,
梅,S7_36,citation,,,,
新,S7_37,citation,,,,
鞋,S7_38,citation,,,,
车,S7_39,citation,,,,
树,S7_40,citation,,,,
老,S7_41,citation,,,,
开,S7_42,citation,,,,
造,S7_43,citation,,,,
修,S7_44,citation,,,,
茶,S7_45,citation,,,,
锁,S7_46,citation,,,,
饭,S7_47,citation,,,,
采,S7_48,citation,,,,
船,S7_49,citation,,,,
纸,S7_50,citation,,,,
工,S7_52,citation,,,,
籽,S7_55,citation,,,,
厂,S7_57,citation,,,,
椒,S7_5,citation,,,,
绳,S7_6,citation,,,,
瓜,S7_13,citation,,,,
花,S7_19,citation,,,,
水,S7_27,citation,,,,
扁,S7_31,citation,,,,
牛,S7_32,citation,,,,
小,S7_35,citation,,,,
人,S7_51,citation,,,,
青,S8_1,citation,,,,
链,S8_2,citation,,,,
书,S8_3,citation,,,,
皮,S8_4,citation,,,,
椒,S8_5,citation,,,,
绳,S8_6,citation,,,,
苦,S8_7,citation,,,,
路,S8_8,citation,,,,
包,S8_9,citation,,,,
毛,S8_10,citation,,,,
手,S8_11,citation,,,,
布,S8_12,citation,,,,
瓜,S8_13,citation,,,,
油,S8_14,citation,,,,
樱,S8_15,citation,,,,
杨,S8_16,citation,,,,
机,S8_17,citation,,,,
店,S8_18,citation,,,,
花,S8_19,citation,,,,
门,S8_20,citation,,,,
海,S8_21,citation,,,,
买,S8_22,citation,,,,
菜,S8_23,citation,,,,
草,S8_24,citation,,,,
带,S8_25,citation,,,,
桃,S8_26,citation,,,,
水,S8_27,citation,,,,
莓,S8_28,citation,,,,
豆,S8_29,citation,,,,
房,S8_30,citation,,,,
扁,S8_31,citation,,,,
牛,S8_32,citation,,,,
袄,S8_33,citation,,,,
黄,S8_34,citation,,,,
小,S8_35,citation,,,,
梅,S8_36,citation,,,,
新,S8_37,citation,,,,
鞋,S8_38,citation,,,,
车,S8_39,citation,,,,
树,S8_40,citation,,,,
老,S8_41,citation,,,,
开,S8_42,citation,,,,
造,S8_43,citation,,,,
修,S8_44,citation,,,,
茶,S8_45,citation,,,,
锁,S8_46,citation,,,,
饭,S8_47,citation,,,,
采,S8_48,citation,,,,
船,S8_49,citation,,,,
纸,S8_50,citation,,,,
人,S8_51,citation,,,,
工,S8_52,citation,,,,
籽,S8_55,citation,,,,
厂,S8_57,citation,,,,
青椒,S1_1,citation,di,LHHL,L_HTp,
水牛,S1_2,citation,di,LMML,L_HTs,
书包,S1_3,citation,di,LHHL,L_HTp,
买布,S1_4,citation,di,LMHL,V_LT,
苦瓜,S1_5,citation,di,LMML,L_HTs,
黄瓜,S1_6,citation,di,LLHH,L_LT,
手机,S1_7,citation,di,LMML,L_HTs,
老店,S1_8,citation,di,LMHL,M_LT,
樱花,S1_9,citation,di,LHHL,L_HTp,
开店,S1_10,citation,di,LMHL,V_HTp,
青菜,S1_11,citation,di,LHHL,L_HTp,
小门,S1_12,citation,di,MHHL,M_HTs,
采花,S1_13,citation,di,HMMM,V_HTs,
小店,S1_14,citation,di,MHHL,M_HTs,
海带,S1_15,citation,di,LMML,L_HTs,
黄布,S1_16,citation,di,LHLL,M_LT,
樱桃,S1_17,citation,di,LHHL,L_HTp,
修门,S1_18,citation,di,MHRF,V_HTp,
草莓,S1_19,citation,di,LMML,L_HTs,
老车,S1_20,citation,di,LMHM,M_LT,
书房,S1_21,citation,di,LHHL,L_HTp,
买饭,S1_22,citation,di,LLLM,V_LT,
手链,S1_23,citation,di,LMML,L_HTs,
造纸,S1_24,citation,di,LLHH,V_LT,
青豆,S1_25,citation,di,LHHL,L_HTp,
小树,S1_26,citation,di,HHHL,M_HTs,
扁豆,S1_27,citation,di,LMML,L_HTs,
黄绳,S1_28,citation,di,LLLM,M_LT,
梅花,S1_29,citation,di,LLHH,L_LT,
开锁,S1_30,citation,di,HLLL,V_HTp,
皮袄,S1_31,citation,di,LLHH,M_LT,
买茶,S1_32,citation,di,LMRF,V_LT,
油菜,S1_33,citation,di,LMML,L_LT,
采桃,S1_34,citation,di,HHRF,V_HTs,
杨梅,S1_35,citation,di,LLLM,L_LT,
买花,S1_36,citation,di,LLRF,V_LT,
杨桃,S1_37,citation,di,LLLM,L_LT,
新店,S1_38,citation,di,RFML,M_HTp,
皮鞋,S1_39,citation,di,LLLM,M_LT,
开路,S1_40,citation,di,HLLM,V_HTp,
黄豆,S1_41,citation,di,LLLM,L_LT,
修车,S1_42,citation,di,RFMM,V_HTp,
小车,S1_43,citation,di,MHHL,M_HTs,
老路,S1_44,citation,di,LMHL,M_LT,
新车,S1_45,citation,di,HMMM,M_HTp,
造船,S1_46,citation,di,LMRF,V_LT,
新房,S1_47,citation,di,HLLM,M_HTp,
黄花,S1_48,citation,di,LLRF,M_LT,
老房,S1_49,citation,di,LMHL,M_LT,
开门,S1_50,citation,di,MHHL,V_HTp,
新路,S1_51,citation,di,HLLM,M_HTp,
黄树,S1_52,citation,di,LLLM,M_LT,
青椒,S2_1,citation,di,HHHL,L_HTp,
水牛,S2_2,citation,di,LMML,L_HTs,
书包,S2_3,citation,di,LHHL,L_HTp,
买布,S2_4,citation,di,LLHL,V_LT,
苦瓜,S2_5,citation,di,MMHH,L_HTs,
黄瓜,S2_6,citation,di,LLHH,L_LT,
手机,S2_7,citation,di,LMML,L_HTs,MMHL
老店,S2_8,citation,di,LLHL,M_LT,
樱花,S2_9,citation,di,LLLL,L_HTp,
开店,S2_10,citation,di,LLHL,V_HTp,
青菜,S2_11,citation,di,LHHL,L_HTp,LL
小门,S2_12,citation,di,LMHL,M_HTs,
采花,S2_13,citation,di,HMHH,V_HTs,
小店,S2_14,citation,di,MMHL,M_HTs,
海带,S2_15,citation,di,LMML,L_HTs,MMHL
黄布,S2_16,citation,di,LMML,M_LT,
樱桃,S2_17,citation,di,MMMH,L_HTp,
修门,S2_18,citation,di,MMHL,V_HTp,
草莓,S2_19,citation,di,LMML,L_HTs,MMHL
老车,S2_20,citation,di,LLHH,M_LT,
书房,S2_21,citation,di,LLLM,L_HTp,
买饭,S2_22,citation,di,RFLM,V_LT,
手链,S2_23,citation,di,LMML,L_HTs,MMHL
造纸,S2_24,citation,di,LLLM,V_LT,
青豆,S2_25,citation,di,MMLM,L_HTp,
小树,S2_26,citation,di,HHLM,M_HTs,
扁豆,S2_27,citation,di,,L_HTs,
黄绳,S2_28,citation,di,LLLM,M_LT,
梅花,S2_29,citation,di,LLHH,L_LT,
开锁,S2_30,citation,di,MMML,V_HTp,
皮袄,S2_31,citation,di,LLHL,M_LT,
买茶,S2_32,citation,di,LLHL,V_LT,
油菜,S2_33,citation,di,LLHL,L_LT,
采桃,S2_34,citation,di,HHHL,V_HTs,
杨梅,S2_35,citation,di,LLLM,L_LT,
买花,S2_36,citation,di,LLHH,V_LT,
杨桃,S2_37,citation,di,LLLM,L_LT,
新店,S2_38,citation,di,MMHL,M_HTp,
皮鞋,S2_39,citation,di,LLLM,M_LT,
开路,S2_40,citation,di,HLLM,V_HTp,
黄豆,S2_41,citation,di,LLLM,L_LT,
修车,S2_42,citation,di,MMHH,V_HTp,
小车,S2_43,citation,di,HHHH,M_HTs,
老路,S2_44,citation,di,LMLM,M_LT,
新车,S2_45,citation,di,MMHH,M_HTp,
造船,S2_46,citation,di,LLHL,V_LT,
新房,S2_47,citation,di,MMHL,M_HTp,
黄花,S2_48,citation,di,LLHH,M_LT,
老房,S2_49,citation,di,LLHL,M_LT,
开门,S2_50,citation,di,MMHL,V_HTp,
新路,S2_51,citation,di,HHLM,M_HTp,
黄树,S2_52,citation,di,LLLM,M_LT,
青椒,S3_1,citation,di,MMMM,L_HTp,
水牛,S3_2,citation,di,LMML,L_HTs,MMHL
书包,S3_3,citation,di,MMMM,L_HTp,
买布,S3_4,citation,di,LLHL,V_LT,
苦瓜,S3_5,citation,di,MMHH,L_HTs,
黄瓜,S3_6,citation,di,MMMH,L_LT,
手机,S3_7,citation,di,MMHH,L_HTs,
老店,S3_8,citation,di,LLHL,M_LT,
樱花,S3_9,citation,di,MMMH,L_HTp,
开店,S3_10,citation,di,MMHL,V_HTp,
青菜,S3_11,citation,di,MMMH,L_HTp,
小门,S3_12,citation,di,HHHL,M_HTs,
采花,S3_13,citation,di,HMMM,V_HTs,
小店,S3_14,citation,di,MMHL,M_HTs,
海带,S3_15,citation,di,LMML,L_HTs,MMHL
黄布,S3_16,citation,di,MHML,M_LT,
樱桃,S3_17,citation,di,MMMH,L_HTp,
修门,S3_18,citation,di,MMHL,V_HTp,
草莓,S3_19,citation,di,MMHH,L_HTs,
老车,S3_20,citation,di,LLHL,M_LT,
书房,S3_21,citation,di,HHLM,L_HTp,
买饭,S3_22,citation,di,LLMM,V_LT,
手链,S3_23,citation,di,LMML,L_HTs,MMHL
造纸,S3_24,citation,di,MLLM,V_LT,
青豆,S3_25,citation,di,MMMH,L_HTp,
小树,S3_26,citation,di,LLLM,M_HTs,
扁豆,S3_27,citation,di,LMML,L_HTs,MMHL
黄绳,S3_28,citation,di,LLLM,M_LT,
梅花,S3_29,citation,di,LLHL,L_LT,
开锁,S3_30,citation,di,MMML,V_HTp,
皮袄,S3_31,citation,di,LLMM,M_LT,
买茶,S3_32,citation,di,LLHL,V_LT,
油菜,S3_33,citation,di,LLHL,L_LT,
采桃,S3_34,citation,di,MMHL,V_HTs,
杨梅,S3_35,citation,di,LLRF,L_LT,
买花,S3_36,citation,di,LLHH,V_LT,
杨桃,S3_37,citation,di,LLLM,L_LT,
新店,S3_38,citation,di,HHHL,M_HTp,
皮鞋,S3_39,citation,di,LLLM,M_LT,
开路,S3_40,citation,di,HLLM,V_HTp,
黄豆,S3_41,citation,di,LLLM,L_LT,
修车,S3_42,citation,di,MMHH,V_HTp,
小车,S3_43,citation,di,MMHL,M_HTs,
老路,S3_44,citation,di,LHHL,M_LT,
新车,S3_45,citation,di,MMMH,M_HTp,
造船,S3_46,citation,di,LLHL,V_LT,
新房,S3_47,citation,di,MMMH,M_HTp,
黄花,S3_48,citation,di,LLHL,M_LT,
老房,S3_49,citation,di,LLHL,M_LT,
开门,S3_50,citation,di,MMHL,V_HTp,
新路,S3_51,citation,di,MMMH,M_HTp,
黄树,S3_52,citation,di,LLLM,M_LT,
青椒,S4_1,citation,di,LLLM,L_HTp,
水牛,S4_2,citation,di,LMML,L_HTs,MMHL
书包,S4_3,citation,di,MLLM,L_HTp,
买布,S4_4,citation,di,LLHL,V_LT,
苦瓜,S4_5,citation,di,MMHH,L_HTs,
黄瓜,S4_6,citation,di,LLLM,L_LT,
手机,S4_7,citation,di,LMML,L_HTs,MMHL
老店,S4_8,citation,di,LLHH,M_LT,
樱花,S4_9,citation,di,HHML,L_HTp,
开店,S4_10,citation,di,MMHL,V_HTp,
青菜,S4_11,citation,di,HHML,L_HTp,
小门,S4_12,citation,di,MMHH,M_HTs,
采花,S4_13,citation,di,HHHM,V_HTs,
小店,S4_14,citation,di,HHHL,M_HTs,
海带,S4_15,citation,di,LMML,L_HTs,MMHL
黄布,S4_16,citation,di,LHLL,M_LT,
樱桃,S4_17,citation,di,HHML,L_HTp,
修门,S4_18,citation,di,MMHL,V_HTp,
草莓,S4_19,citation,di,LMML,L_HTs,MMHL
老车,S4_20,citation,di,LLHH,M_LT,
书房,S4_21,citation,di,MLLM,L_HTp,
买饭,S4_22,citation,di,LLLM,V_LT,
手链,S4_23,citation,di,LMML,L_HTs,MMHL
造纸,S4_24,citation,di,LHML,V_LT,
青豆,S4_25,citation,di,MLLM,L_HTp,
小树,S4_26,citation,di,HHHL,M_HTs,
扁豆,S4_27,citation,di,LMML,L_HTs,
黄绳,S4_28,citation,di,LLLM,M_LT,
梅花,S4_29,citation,di,LLMH,L_LT,
开锁,S4_30,citation,di,MMHH,V_HTp,
皮袄,S4_31,citation,di,LLLM,M_LT,
买茶,S4_32,citation,di,LLHL,V_LT,
油菜,S4_33,citation,di,LHML,L_LT,
采桃,S4_34,citation,di,MHHL,V_HTs,
杨梅,S4_35,citation,di,LLLM,L_LT,
买花,S4_36,citation,di,LLHH,V_LT,
杨桃,S4_37,citation,di,LLLM,L_LT,
新店,S4_38,citation,di,HMML,M_HTp,
皮鞋,S4_39,citation,di,LLLM,M_LT,
开路,S4_40,citation,di,HLLL,V_HTp,
黄豆,S4_41,citation,di,LLLM,L_LT,
修车,S4_42,citation,di,LLMM,V_HTp,
小车,S4_43,citation,di,MMHL,M_HTs,
老路,S4_44,citation,di,LMHH,M_LT,
新车,S4_45,citation,di,HMML,M_HTp,
造船,S4_46,citation,di,LLHL,V_LT,
新房,S4_47,citation,di,HHLL,M_HTp,
黄花,S4_48,citation,di,LLHH,M_LT,
老房,S4_49,citation,di,LLHL,M_LT,
开门,S4_50,citation,di,HHHL,V_HTp,
新路,S4_51,citation,di,HHLL,M_HTp,
黄树,S4_52,citation,di,LLLM,M_LT,
青椒,S5_1,citation,di,HHML,L_HTp,
水牛,S5_2,citation,di,LMML,L_HTs,MMHL
书包,S5_3,citation,di,HHHL,L_HTp,
买布,S5_4,citation,di,LLHL,V_LT,
苦瓜,S5_5,citation,di,LMML,L_HTs,MMHL
黄瓜,S5_6,citation,di,LLMH,L_LT,
手机,S5_7,citation,di,LMML,L_HTs,MMHL
老店,S5_8,citation,di,MMHL,M_LT,
樱花,S5_9,citation,di,HHML,L_HTp,
开店,S5_10,citation,di,MMHL,V_HTp,
青菜,S5_11,citation,di,HHML,L_HTp,
小门,S5_12,citation,di,HHHL,M_HTs,
采花,S5_13,citation,di,HHML,V_HTs,
小店,S5_14,citation,di,MMHL,M_HTs,
海带,S5_15,citation,di,LMML,L_HTs,MMHL
黄布,S5_16,citation,di,LHML,M_LT,
樱桃,S5_17,citation,di,MHML,L_HTp,
修门,S5_18,citation,di,MMHL,V_HTp,
草莓,S5_19,citation,di,LMML,L_HTs,MMHL
老车,S5_20,citation,di,LLHM,M_LT,
书房,S5_21,citation,di,HMML,L_HTp,
买饭,S5_22,citation,di,LMLM,V_LT,
手链,S5_23,citation,di,LMML,L_HTs,MMHL
造纸,S5_24,citation,di,MMHH,V_LT,
青豆,S5_25,citation,di,HHML,L_HTp,
小树,S5_26,citation,di,MMHL,M_HTs,
扁豆,S5_27,citation,di,outlier,L_HTs,HHML
黄绳,S5_28,citation,di,LLLM,M_LT,
梅花,S5_29,citation,di,LLHH,L_LT,
开锁,S5_30,citation,di,HHML,V_HTp,
皮袄,S5_31,citation,di,LLHH,M_LT,
买茶,S5_32,citation,di,LLHL,V_LT,
油菜,S5_33,citation,di,LHML,L_LT,
采桃,S5_34,citation,di,HHHL,V_HTs,
杨梅,S5_35,citation,di,LLLM,L_LT,
买花,S5_36,citation,di,LLHH,V_LT,
杨桃,S5_37,citation,di,LLLM,L_LT,
新店,S5_38,citation,di,HHML,M_HTp,
皮鞋,S5_39,citation,di,LLLM,M_LT,
开路,S5_40,citation,di,HHLM,V_HTp,
黄豆,S5_41,citation,di,LLLM,L_LT,
修车,S5_42,citation,di,HHML,V_HTp,
小车,S5_43,citation,di,MMHH,M_HTs,
老路,S5_44,citation,di,LLMH,M_LT,
新车,S5_45,citation,di,HHMM,M_HTp,
造船,S5_46,citation,di,LLHL,V_LT,
新房,S5_47,citation,di,HHML,M_HTp,
黄花,S5_48,citation,di,LLMH,M_LT,
老房,S5_49,citation,di,LLHH,M_LT,
开门,S5_50,citation,di,MMHL,V_HTp,
新路,S5_51,citation,di,HMLM,M_HTp,
黄树,S5_52,citation,di,LLLM,M_LT,
青椒,S6_1,citation,di,HHLL,L_HTp,
水牛,S6_2,citation,di,MMHH,L_HTs,
书包,S6_3,citation,di,HMLL,L_HTp,
买布,S6_4,citation,di,LLHH,V_LT,
苦瓜,S6_5,citation,di,MMHH,L_HTs,
黄瓜,S6_6,citation,di,LLLM,L_LT,
手机,S6_7,citation,di,MMHH,L_HTs,
老店,S6_8,citation,di,LLMM,M_LT,
樱花,S6_9,citation,di,HMLL,L_HTp,
开店,S6_10,citation,di,LLMM,V_HTp,
青菜,S6_11,citation,di,HMLL,L_HTp,
小门,S6_12,citation,di,LLMM,M_HTs,
采花,S6_13,citation,di,HMLL,V_HTs,
小店,S6_14,citation,di,LLMM,M_HTs,
海带,S6_15,citation,di,MMHH,L_HTs,
黄布,S6_16,citation,di,RFLL,M_LT,
樱桃,S6_17,citation,di,RFLL,L_HTp,
修门,S6_18,citation,di,MMHH,V_HTp,
草莓,S6_19,citation,di,MMHH,L_HTs,
老车,S6_20,citation,di,LLMH,M_LT,
书房,S6_21,citation,di,HHLL,L_HTp,
买饭,S6_22,citation,di,LMLM,V_LT,
手链,S6_23,citation,di,MMHH,L_HTs,
造纸,S6_24,citation,di,LLLM,V_LT,
青豆,S6_25,citation,di,HLLM,L_HTp,
小树,S6_26,citation,di,LLLM,M_HTs,
扁豆,S6_27,citation,di,MMHH,L_HTs,
黄绳,S6_28,citation,di,LLLM,M_LT,
梅花,S6_29,citation,di,LLMH,L_LT,
开锁,S6_30,citation,di,HMMM,V_HTp,
皮袄,S6_31,citation,di,LLMM,M_LT,
买茶,S6_32,citation,di,LLMM,V_LT,
油菜,S6_33,citation,di,LMML,L_LT,
采桃,S6_34,citation,di,MMMH,V_HTs,
杨梅,S6_35,citation,di,LLLM,L_LT,
买花,S6_36,citation,di,LLLM,V_LT,
杨桃,S6_37,citation,di,LLLM,L_LT,
新店,S6_38,citation,di,HHML,M_HTp,
皮鞋,S6_39,citation,di,LLLL,M_LT,
开路,S6_40,citation,di,HHLL,V_HTp,
黄豆,S6_41,citation,di,LLLM,L_LT,
修车,S6_42,citation,di,HMMM,V_HTp,
小车,S6_43,citation,di,MMHH,M_HTs,
